commit,repo_name,message
71fd4177ab0f0ec98a02fe88160f5e6b895c8380,SciCatProject/catanie,"Merge branch 'develop' of gitlab.psi.ch:MELANIE/catanie into feature/cleanUp-rxjs
"
ccdfa7b7a3e7107b056f10c3a73b0b1259acdf24,SonarSource/sonarqube,"SONAR-5531 - Optimized refresh while mass indexing
"
120dc80f1074dbd533e05b33d5a7fd797702e701,SonarSource/sonarqube,"improve code quality
"
8587775dbe02b9a92f592e375d1faf28285572b6,SonarSource/sonarqube,"SONAR-6864 Rename WS batch/* to scanner/*
"
710344da59f61f395593782deb1c342d473da5bf,SonarSource/sonarqube,"SONAR-7980 Rewrite the ""Licenses"" page (#1207)

"
7a894686606925522e1a6d8b01c7c2fc092200c9,SonarSource/sonarqube,"SONAR-10598 Display warning page when detecting login update during authentication

* SONAR-10598 Refactor UserIdentityAuthenticator#authenticate to use a ParameterObject
* SONAR-10598 Redirect user when login is updated and update personal org
* SONAR-10598 Improve update of personal organization key
* SONAR-10598 Improve IT stability related to generation of provider ID
* SONAR-10598 Add USERS#ORGANIZATION_UUID
* SONAR-10598 Replace usage of Organizaions#UserId by Users#OrganizationUuid
"
556bb9e43c9b5119c8830bf4abcffef8c56256a3,SonarSource/sonarqube,"Move WorkDuration API to internal package as it will be refactored is 4.3
"
1296af33c362310fde9d7e6e4357d5a758a323c4,SonarSource/sonarqube,"SONAR-3714 Refactor the bulk change service in order to inject Actions instead of having it hardcoded
"
4bfd79e52cea465f226c78abb253c2073f4c1d4c,SonarSource/sonarqube,"SONAR-1663 include the dbcleaner plugin + move all purges in this plugin
"
846b39889a0aee7ca7328501432e219dbd168a4f,SonarSource/sonarqube,"Remove unused transitive dependencies of blueprints
"
b73397a160c4f84702c659bb596394fff9d7fe98,SonarSource/sonarqube,"SONAR-4112 Remove the unused/deprecated metrics ""Complexity/paragraph"" and ""Paragraph""
"
359547e4d6ca79786d9df319f85c17d20806cad4,SonarSource/sonarqube,"SONAR-5886 improve the creation date facet on the issues page
"
75a272858eacced1247db1328978bbc75d253d30,SonarSource/sonarqube,"SONAR-7391 Drop unused DB index DUPLICATIONS_INDEX_PSID
"
71fec25c4056c1dcfe75769c2041b1d56a89a2e5,SonarSource/sonarqube,"SONAR-9784 rewrite projects management page
"
ca4f0a47bc7e60bbcc74f05e495cad95eaee7a09,SonarSource/sonarqube,"SONAR-5338 rename actions ""plan"" to ""covered_files"" and ""testable"" to ""test_cases"" in /api/tests WS
"
b1f464e19bcb76f753fbc819aaa2a02f8c8f1c0f,Stellarium/stellarium,Merge from trunk r7485; improved label placement for proportional nebulae.
1ef043aee7bf96a42cd0bc5db639dcd9d0cf6404,Stellarium/stellarium,move satellites plugin keybinding to json file
cf166211ff6edeecce08b7fc17f4462b41d9bdd9,Stellarium/stellarium,Removed unnecessary OpenGL includes.
aa58e39a04e51f89be4d11b8fdf647380ef693e6,Stellarium/stellarium,"Converted GridLinesMgr to use properties.  Refactored StelGui to use 
signals/slots for updating the UI based on GridLinesMgr.
"
d91d20909ce418a38cd60c32112bd3e46cac17c0,Stellarium/stellarium,refactor: MovementMgr -> StelMovementMgr
06efe8d46d4de9d44524f4841a841144968c46a4,Stellarium/stellarium,refactor: AudioMgr -> StelAudioMgr
361137c9ca6c0de1f02cdc5771e57426c8cbc855,Stellarium/stellarium,"New optional experimental feature: Percentage-closer soft shadows (PCSS) - this should make shadows sharper the closer they are to the object that casts them, and more faded further away. It still has some bugs.
Improved PCF filtering by incorporating frustum size information to scale the offsets. This should make the filter independent of frustum parameters.
Changed the GUI to only update relevant controls when Scenery3dMgr changes instead of all controls
Tried to simplify shaders a bit by using arrays for shadow data (matrices, textures, varyings), but Intel seems to have serious problems with that approach, so I left that out."
7857f896b88bae9d91b73873a8a6fcd92b6b2785,Stellarium/stellarium,"Refactored the ""cubemap shadow mode"" into a global option to use only a single shadow cascade (also in perspective mode), and an option to use the ""full cubemap shadows"", i.e. separate calculation for each cube side."
2111354d4e4f2c43baf939ae2f4453d931c4b2d1,TheBastionBot/Bastion,"Improved how database is handled inside events
"
1c7a3c2d6ebd3018f44131f51655d771dd1ea8e2,XavCC/xavcc.github.io,"moving all src files to assets
"
3638385b586fa3854d9cb7b24bd005d4ef0f2665,alchemy-fr/Phraseanet,"Move minify to dedicated controller, www directory cleanup
"
c40804287a6e01e821a4653a6311caf6a1a1ac41,alchemy-fr/Phraseanet,"Update refactor

Fix indent

Conflicts:

	lib/Alchemy/Phrasea/Application/Root.php
	templates/web/common/dialog_export.html.twig
"
530d9d6aa18e7b738fe550815d1f6e5429a79122,angular/router-builds,"e6c81d2 Revert ""refactor(platform-browser): move platform-browser/animations to animations/browser (#15043)""
"
20970a6b3d306aaac32642d90769001fbe9cad41,angular/router-builds,"cbbad1b refactor(ivy): pre-factor: set explicit type parameters for ModuleWithProviders (#25970)
"
c675d3748abac038d9b9f0817b40c3c9218c8a5a,angular/router-builds,"25a6da2 refactor(compiler-cli): refactor compiler host parameters (#13147)
"
f2967ff79f9a56a5cb46a37d4c7e0d9249a3fe3b,angular/router-builds,"505ae75 docs(aio): update deprecated Http reference to HttpClientModule, remove Http reference because another context is used (#21984)
"
3af6c1a17cc3698745ab28dd83424f93e7092a0e,angular/router-builds,"0f21a58 cleanup(router): add a test verifying than NavigationEnd is not emitted after NavigationCancel
"
9de2011a569ad8fd7fc9d0c64aa60de4e100ed4e,angular/router-builds,"e5c4e58 fix(upgrade): fix/improve support for lifecycle hooks (#13020)
"
c9cd268664b483c7062f307d49db3263ab8b0270,angular/router-builds,"e64b1e9 fix(compiler): make `.ngsummary.json` files idempotent (#21448)
"
ecdf47cbe1b61d01f48a416ea56049340995082c,angular/router-builds,"37e6da6 refactor(router): clean up naming
"
1b7214905ddd2557e3a3bd98cb17d2a53b55d110,angular/router-builds,"ff71eff refactor(core): use flags in `Renderer2.setStyle` instead of booleans (#15045)
"
4565f71c6cfd9c68ca2c32e19152210358fa3029,angular/router-builds,"dcf64a0 fix(bazel): improve error message for missing assets (#22096)
"
d950c63c8050bafcb33fabd6b05044a65739c461,ant-design/ant-design,"improve calendar
"
b95b3b33862efe0466bf53545b49f58802a561fc,ant-design/ant-design,"rename some icons
"
df1e399db90d94db8ad2bba62aa4b42a2100b5b3,apache/jackrabbit-oak,"OAK-6318 Refactor oak.spi.security into a separate module/bundle
 - rollbackl of r1810297



git-svn-id: 67138be12999c61558c3dd34328380c8e4523e73@1810356 13f79535-47bb-0310-9956-ffa450edef68
"
2dccf6ae7fce56343b14142f24555504f148299a,apache/jackrabbit-oak,"OAK-458: Define upgrade from Jackrabbit2.x to Jackrabbit OAK

Include property index updates in the upgrade.
Optimize the hook organization to avoid extra tree traversals

git-svn-id: 67138be12999c61558c3dd34328380c8e4523e73@1548089 13f79535-47bb-0310-9956-ffa450edef68
"
75e284becbab6d141ffa075e781b706c03cb75f7,apache/jackrabbit-oak,"OAK-798: Review / refactor TreeImpl and related classes
Replace usage of Tree.getChildOrNull with Tree.getChild

git-svn-id: 67138be12999c61558c3dd34328380c8e4523e73@1478209 13f79535-47bb-0310-9956-ffa450edef68
"
af641830643ec39b759fa187d5d5277348b73412,apache/jackrabbit-oak,"OAK-813: Removing a Node if the parent is not accessible
replace usages of NodeBuilder.removeChildNode with NodeBuilder.remove and remove deprecated removeChildNode method

git-svn-id: 67138be12999c61558c3dd34328380c8e4523e73@1485747 13f79535-47bb-0310-9956-ffa450edef68
"
4def476d78edf95dfe525f388eb952934b054051,apache/jackrabbit-oak,"OAK-1080: MongoMK: improved concurrency

git-svn-id: 67138be12999c61558c3dd34328380c8e4523e73@1537423 13f79535-47bb-0310-9956-ffa450edef68
"
f8f2a509590a35e41c6fdd987ab0c1c7e21ac20f,apache/jackrabbit-oak,"OAK-161: Refactor Tree#getChildStatus
comment

git-svn-id: 67138be12999c61558c3dd34328380c8e4523e73@1355874 13f79535-47bb-0310-9956-ffa450edef68
"
1230a98d5b035c826577c904cec7daf92a903063,bkimminich/juice-shop,"Merge pull request #41 from bkimminich/develop

build optimizations"
3a9966d2463af22a6388f55179f33e268ccb384f,bkimminich/juice-shop,"v2.26.0 (#298)

* v2.26.0-SNAPSHOT

* Make config callback optional

* Show thumbnail in search results

* Replace theme in index.html on server start
(fixes #293)

* Delete __vulns.json
(idea has not seen any adoption)

* Increase file size for upload-size test
(to prevent occasional failure on some machines)

* Add unit tests
- for app.configuration of Twitter/Facebook URLs
- and for presence of cryptocurrency addresses

* Extend client side unit tests

* Add walkthrough on http://location-href.com to web links

* Handle $http promises inside services
as preparation for Angular 1.6 migration (see #294)

* Adopt User API tests to new promise handling

* Fix authentication in User API tests

* Ignore node security advisory 154 for sanitize-html
(https://nodesecurity.io/advisories/154)

* New Crowdin translations (#286)

* Romanian
* Spanish
* Burmese

* Add Burmese language to dropdown :mm:

* Ctf improvments (#295)

* Added clipboard button

* Implemented replay notification of solved challenges.

(cherry picked from commit e72245a)

* Made the repeat notification more obvious.

(cherry picked from commit a62656f)

* Made the copy button text translatable

* Fixing coding style to follow standard guidelines

* Made the check if the challange was solved more obvious

* Added e2e test for the challange repeat functionality

* Added option to show/ hide the ctf flags in the notifications

* Refactored code to follow standard code style

* Fixed unexpected request in client side test

* Diabled challange repeat functionality if ctf is disabled

* Remove unnecessary repetition of config properties

* Make notification-repeat test aware of CTF mode

* Update documentation regarding CTF extensions

* Beautify UI for CTF extension
- smaller copy-button
- moved repeat-info to a  tooltip

* Add Testhexen blog post

* Pull out media links into REFERENCES.md

* Reorder README sections

* Changed Docker Baseimage to node-alpine

* Add `git` to Docker image
(+17MB, required for some Bower dependencies)

* Install `git` before switching to `WORKDIR`

* Run `apk update` before attempting to add `git`

* Fix README/REFERENCES wording and syntax

* New Crowdin translations (#296)

* New translations en.json (Romanian)

* New translations en.json (Romanian)

* New translations en.json (Romanian)

* New translations en.json (Romanian)

* New translations en.json (Spanish)

* New translations en.json (Burmese)

* New translations en.json (Burmese)

* New translations en.json (Burmese)

* New translations en.json (Burmese)

* New translations en.json (Romanian)

* New translations en.json (Burmese)

* New translations en.json (Burmese)

* New translations en.json (Burmese)

* New translations en.json (Burmese)

* New translations en.json (Burmese)

* New translations en.json (Japanese)

* New translations en.json (Czech)

* New translations en.json (Dutch)

* New translations en.json (Romanian)

* New translations en.json (Hungarian)

* New translations en.json (Danish)

* New translations en.json (Indonesian)

* New translations en.json (Turkish)

* New translations en.json (Spanish)

* New translations en.json (Burmese)

* New translations en.json (French)

* New translations en.json (Norwegian)

* New translations en.json (German)

* New translations en.json (Arabic)

* New translations en.json (Swedish)

* New translations en.json (Portuguese)

* New translations en.json (Klingon)

* New translations en.json (Russian)

* New translations en.json (Italian)

* New translations en.json (Estonian)

* New translations en.json (Greek)

* New translations en.json (Japanese)

* New translations en.json (Lithuanian)

* New translations en.json (Latvian)

* New translations en.json (Finnish)

* New translations en.json (Polish)

* New translations en.json (Chinese Simplified)

* New translations en.json (Czech)

* New translations en.json (Dutch)

* New translations en.json (Romanian)

* New translations en.json (Hungarian)

* New translations en.json (Danish)

* New translations en.json (Indonesian)

* New translations en.json (Burmese)

* New translations en.json (Spanish)

* New translations en.json (Turkish)

* New translations en.json (Norwegian)

* New translations en.json (German)

* New translations en.json (French)

* New translations en.json (Arabic)

* New translations en.json (Swedish)

* New translations en.json (Portuguese)

* New translations en.json (Klingon)

* New translations en.json (Russian)

* New translations en.json (Italian)

* New translations en.json (Estonian)

* New translations en.json (Greek)

* New translations en.json (Japanese)

* New translations en.json (Lithuanian)

* New translations en.json (Latvian)

* New translations en.json (Finnish)

* New translations en.json (Polish)

* New translations en.json (Chinese Simplified)

* Rebase with develop

* New translations en.json (German)

* New translations en.json (German)

* New translations en.json (Turkish)

* Update contributors list

* v2.26.0

* Add language flags for non-english links
"
89887a87cafa6a64d2f3a63f61d5ea0e721fd4fd,cBioPortal/cbioportal,"javascript clustering solution for oncoprint heatmap

using 1-spearman correl. instead of 1-pearson for distance metric

different color in progress bar for computation steps
"
5f47d7ec89e4e8b0dc35d1653f1eec7263f08f68,cBioPortal/cbioportal,"some more changes and cleanup
"
3010082c6d8815b6dd48e6e2e34de4762a827225,cBioPortal/cbioportal,"merged with client-side-refactoring
"
db7dff779a2dbb8d8dced52faf57c1ddd6448532,cBioPortal/cbioportal,"renamed the PDB chain panel label,
added an image with a tooltip next to the label
"
05bc7c27fed903bb22399260ec1e16a73c301ff6,cBioPortal/cbioportal,"More improvements and implementation

(1) Improve look of track dots
(2) Switch legend from table layout to svg layout, and
implement downloading legend as svg, thus completing downloading
oncoprint as svg
(3) Select sort direction from dropdown menu
(4) Change label view dimension calculation
(5) Fix potential infinite loop in slider by checking if change triggered
by user or by code
(6) Shorten labels if necessary and add tooltip to label view
"
031f0c87e782cf51b7a7d9e209b3beb3272367ba,cBioPortal/cbioportal,"Move Virtual Study models to legacy code
"
955e5b03c912e87ed67c370b67ddc399d5769888,cBioPortal/cbioportal,"echo feature, stable cancer ID and code clean up
"
fa69c896adebb66e5d074ec37d599840c60c7d0c,cBioPortal/cbioportal,"Refactoring to accomplish three main goals:  1.  web API is now backward compatible;  2.  cancer study stable IDs are exposed (but, not internal cancer study IDs); and 3. all unit tests now pass
"
cf61fb1279599740ada674200a4ba8694cb07a58,cBioPortal/cbioportal,"Merge branch 'rc' into clean-up-data-handling-in-datamanager

Conflicts:
	portal/src/main/webapp/js/src/oncoprint/webgl/setup.js
"
cbd9effe42679f9f505fc7589e16ca5751f7dbdb,cBioPortal/cbioportal,Merge branch 'rc' into database-cleanup
0b999b52dd1966018c2f8690ae099496d89edb3e,cBioPortal/cbioportal,"improved the pdb panel's expand/collapse behavior
"
58e54fd6d819aaf96ebb0c456ee4d98670168aea,ebi-uniprot/QuickGOBE,"refactor  controller's responsibility to create specific requests, and create one type of request only. it is then the responsibility of the framework to deduce what the request means, e.g., join/simple/rest query.
"
858a3607832756763673b789d0d98d728d6dd29e,fitpay/fitpay-ios-sdk,"Removing deprecated functions
"
e0695947890cb3af27b888dca708588080bab91c,fitpay/fitpay-ios-sdk,"Cleanup

- enabling code coverage
- moved FitpaySDKConfiguration and RestAPIConstants under FitpaySDK
- deleting FitpaySDKDemo
- deleting FitpaySDKAuthenticationTests
- formatted test files (still a little more to do)
  - blank lines due to Xcode auto-formatting
- Updated TransactionTests filename to match object
"
f72c8ee5d22fdde117fc1d479931343543a11d95,fujicoin/electrum-fjc,"move is_valid from wallet class to bitcoin.py
"
857eb4ac1d8e1ee24b48245ecaf59edcf096cbfa,fujicoin/electrum-fjc,"Remove unused imports. Explicitly import a few deep imports.
"
2f2e468d0a801be4b2793228ec92129966918b8d,fujicoin/electrum-fjc,"SocketPipe shouldn't close the socket.

This is a layering violation - the SocketPipe doesn't own
the socket and provides no other way to close the socket, leading
to unnecessary complexity like that in interface.py.

I looked at deamon.py and NetworkProxy - the two other users,
and they don't close the sockets explicitly, just let them be
garbage collected.
"
3c1f856ddf9ea9452ac6fdb5a0e3dc3eaaee38e3,goreleaser/goreleaser,"fix: improve homebrew formula

This commit improves the homebrew formula pipeline step to support
more customizations.
"
b3fa5cfc192c17fa3cafdcd99d72203c37f3ac99,goreleaser/goreleaser,"renamed from binary_name to binary
"
2ce8589587480d2a47e7513b6e28c374af3a18d9,goreleaser/goreleaser,"improvements
"
bbaabd7c3723311227ada4876d592b3e2722d81c,goreleaser/goreleaser,"improved logging
"
27a9abc73be1cf9de8a1c5ef740afbd90f60006b,goreleaser/goreleaser,"refactor: Introduced name per artifactory instance for identification

This introduced a new property per Artifactory instance: Name
With this name we are able to

a) identify a instance
b) use the name to identify the secret (instead of a number)
c) use this name for logging
"
47c73687fa7ebbba4bd118c50a43df3b08d9ff82,hawkrives/gobbldygook,"simplify the original html
"
3ee0748f3e432c32a4c917e46c7f7f5339e4a1b8,hawkrives/gobbldygook,"Revise npm run lint
"
fa3daba4ff0fd15eba4f765500dfb160548dbd79,hep-gc/cloudscheduler,"Adding in new slot columns are reorganization
"
282b215eafd1b9808e4ad213fc112c664f5dcc96,hhkaos/awesome-arcgis,"Improving landing page
"
5e56944610a26fffe7ec43006d681dfb7a8c69aa,hhkaos/awesome-arcgis,"Refactoring and cleaning some pages
"
6bbc2e4396eee7e81bba4d3114ccc0b74bc0ab8a,jodogne/OrthancMirror,"refactoring
"
59b50d46d75ec4faf2b4c0fe0bf87e237f1672b1,jodogne/OrthancMirror,"getting rid of static dcmtk for debian
"
ce860e187c940662f81579a69cd2197c7678a384,kubernetes/kubernetes,"Merge pull request #44408 from ncdc/controller-run-consistency

Automatic merge from submit-queue

Make controller Run methods consistent

- startup/shutdown logging
- wait for cache sync logging
- defer utilruntime.HandleCrash()
- wait for stop channel before exiting

Please review for accuracy and consistency.

cc @deads2k @wojtek-t @smarterclayton @sttts @mikedanese @liggitt @rrati @derekwaynecarr"
3afefae02a0588654693de27ef5387c1f9ab5f01,kubernetes/kubernetes,"Merge pull request #38676 from caesarxuchao/sync-gc

Automatic merge from submit-queue (batch tested with PRs 38676, 41765, 42103, 41833, 41702)

Add synchronous garbage collection

Fix https://github.com/kubernetes/kubernetes/issues/29891.

Split into five commits:
1. generated: don't need review
2. API: got reviewed in #38678, i addressed @lavalamp's comments there.
3. registry changes: @nikhiljindal could you help take a look?
4. gc changes: reviewed by @deads2k in #38679. It needs another pass.
5. tests: @lavalamp @deads2k could take a look?

TODO:
- [ ] Update doc. Note that the existing doc has been refactored in https://github.com/kubernetes/kubernetes.github.io/pull/2488.
- [ ] add an admission controller to check if a user can set OwnerReference.BlockOwnerDeletion
- [ ] https://github.com/kubernetes/kubernetes/pull/38676#discussion_r103277274
- [ ] split the unit tests garbagecollector_test.go according to the components tested.
- [ ] try if it's practically safe to use the cached object status in attempToDeleteItem(), after synchronous GC feature is stable. (Also see https://github.com/kubernetes/kubernetes/pull/38676#discussion_r103056971)
- [ ] add blockOwnerDeletion for rs adoption https://github.com/kubernetes/kubernetes/pull/38679#discussion_r93817284
- [ ] https://k8s-gubernator.appspot.com/build/kubernetes-jenkins/pr-logs/pull/38676/pull-kubernetes-e2e-gce-etcd3/20101/ (improve the log message)

```release-note
Added foreground garbage collection: the owner object will not be deleted until all its dependents are deleted by the garbage collector. Please checkout the [user doc](https://kubernetes.io/docs/concepts/abstractions/controllers/garbage-collection/) for details.
deleteOptions.orphanDependents is going to be deprecated in 1.7. Please use deleteOptions.propagationPolicy instead.
```"
592c39bccc78dcd43309165632d6fafec475c984,kubernetes/kubernetes,"Merge pull request #62541 from filbranden/cgroupname1

Automatic merge from submit-queue. If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Use a []string for CgroupName, which is a more accurate internal representation

**What this PR does / why we need it**:

This is purely a refactoring and should bring no essential change in behavior.

It does clarify the cgroup handling code quite a bit.

It is preparation for further changes we might want to do in the cgroup hierarchy. (But it's useful on its own, so even if we don't do any, it should still be considered.)

**Special notes for your reviewer**:

The slice of strings more precisely captures the hierarchic nature of the cgroup paths we use to represent pods and their groupings.

It also ensures we're reducing the chances of passing an incorrect path format to a cgroup driver that requires a different path naming, since now explicit conversions are always needed.

The new constructor `NewCgroupName` starts from an existing `CgroupName`, which enforces a hierarchy where a root is always needed. It also performs checking on the component names to ensure invalid characters (""/"" and ""_"") are not in use.

A `RootCgroupName` for the top of the cgroup hierarchy tree is introduced.

This refactor results in a net reduction of around 30 lines of code,
mainly with the demise of ConvertCgroupNameToSystemd which had fairly
complicated logic in it and was doing just too many things.

There's a small TODO in a helper `updateSystemdCgroupInfo` that was introduced to make this commit possible. That logic really belongs in libcontainer, I'm planning to send a PR there to include it there. (The API already takes a field with that information, only that field is only processed in cgroupfs and not systemd driver, we should fix that.)

Tested: By running the e2e-node tests on both Ubuntu 16.04 (with cgroupfs driver) and CentOS 7 (with systemd driver.)

**NOTE**: I only tested this with dockershim, we should double-check that this works with the CRI endpoints too, both in cgroupfs and systemd modes.

/assign @derekwaynecarr 
/assign @dashpole 
/assign @Random-Liu 

**Release note**:

```release-note
NONE
```"
b43ccd6e2b2baae70b68c9a0c52c6d1d73c6340c,kubernetes/kubernetes,"Merge pull request #23506 from Random-Liu/new-docker-client

Automatic merge from submit-queue

Kubelet: Start using the official docker engine-api

For #23563.

This is the **first step** in the roadmap of switching to docker [engine-api](https://github.com/docker/engine-api).
In this PR, I keep the old `DockerInterface` and implement it with the new engine-api.
With this approach, we could switch to engine-api with minimum change, so that we could:
* Test the engine-api without huge refactoring.
* Send following PRs to refactor functions in `DockerInterface` separately so as to avoid a huge change in one PR.

I've tested this PR locally, it passed all the node conformance test:
```
make test_e2e_node

Ran 19 of 19 Specs in 823.395 seconds
SUCCESS! -- 19 Passed | 0 Failed | 0 Pending | 0 Skipped PASS

Ginkgo ran 1 suite in 13m49.429979585s
Test Suite Passed
```
And it also passed the jenkins gce e2e test:
```
go run hack/e2e.go -test -v --test_args=""--ginkgo.skip=\[Slow\]|\[Serial\]|\[Disruptive\]|\[Flaky\]|\[Feature:.+\]""

Ran 161 of 268 Specs in 4570.214 seconds
SUCCESS! -- 161 Passed | 0 Failed | 0 Pending | 107 Skipped PASS

Ginkgo ran 1 suite in 1h16m16.325934558s
Test Suite Passed
2016/03/25 15:12:42 e2e.go:196: Step 'Ginkgo tests' finished in 1h16m18.918754301s
```

I'm writing the design document, and will post the switching roadmap in an umbrella issue soon.

@kubernetes/sig-node "
886014b1a35c1bdf0fca26fe4da0ba84dc3d5c39,kubernetes/kubernetes,"kubectl: fix sort logic for logs

Use a separate sorting algorithm for kubectl logs that sorts from older
to newer instead of the other way that ActivePods is doing.
"
fe135fc2517599f1536cacbb1f43c81e1ff530a1,kubernetes/kubernetes,"Merge pull request #24630 from euank/redundant-created

Automatic merge from submit-queue

kubelet: Remove redundant `Container.Created`

As far as I can tell, this has been supplanted by a) the `DockerJSON.CreatedAt` field and b) the
`ContainerStatus.CreatedAt`, where the first is used for creating the
second.

The `.Created` field was only written to as far as I can see.

cc @yifan-gu & @Random-Liu 

Is there any reason we might want to keep this around? "
33fb6170f9dadc31eb9da33ffb15eb2fc7838a9c,kubernetes/kubernetes,"Use TYPE instead of RESOURCE in help string

For commands in kubectl, use TYPE in help string.
"
e06795533f53aabd66b06ff179c7b57102970859,kubernetes/kubernetes,"Working on fixing #43716.
This will create the necessary certificates.
On GCE is will upload those certificates to Metadata.
They are then pulled down on to the kube-apiserver.
They are written to the /etc/src/kubernetes/pki directory.
Finally they are loaded vi the appropriate command line flags.
The requestheader-client-ca-file can be seen by running the following:-
kubectl get ConfigMap extension-apiserver-authentication
--namespace=kube-system -o yaml
Minor bug fixes.
Made sure AGGR_MASTER_NAME is set up in all configs.
Clean up variable names.
Added additional requestheader configuration parameters.
Added check so that if there is no Aggregator CA contents we won't start
the aggregator with the relevant flags.
"
6b5d82b5128a4a05ad8cee701432ba8bddfa5cf0,kubernetes/kubernetes,"Merge pull request #37505 from k82cn/use_controller_inf

Automatic merge from submit-queue (batch tested with PRs 39807, 37505, 39844, 39525, 39109)

Made cache.Controller to be interface.

**What this PR does / why we need it**:

#37504"
f8f57d8959d162bb2da453d2e5285ab200bc1273,kubernetes/kubernetes,"Use separate client for node status loop
"
9e18c29e9f5d8489029a78921ca6d69c07455b16,kubernetes/kubernetes,"Make fluentd-gcp collect etcd's logs on the master.
"
85ee11afc01ff418fc9500544ba21515e83a2eed,kubernetes/kubernetes,"Merge pull request #12966 from mikedanese/godep-cleanup

remove unused godeps"
f66ca25d9f3e0d15433e60f97154857579e39489,kubernetes/kubernetes,"Rename AccessMode to PersistentVolumeAccessMode
"
61673c4b39606fc7e1de9a3cdd4ff5aaaebc0f31,kubernetes/kubernetes,"make kubectl get generic with respect to objects
"
e27d534b87253f2c7ebb60fd6274ff864bc98e9c,kubernetes/kubernetes,"Merge pull request #4262 from vishh/api_resources

Rename ResourceRequirementSpec to ResourceRequirements."
2700871b049d5498167671cea6de8317099ad406,kubernetes/kubernetes,"Merge pull request #5013 from smarterclayton/misc_fixup

Small cleanups to a number of client behaviors"
d68c738fcf73fc47a0814d78b1eccf2b2453eca0,kubernetes/kubernetes,"Merge pull request #4575 from nikhiljindal/versionedFieldSelector

Adding converter functions to convert field label selectors to internal version before matching"
42d8d4ca8888cc91d639b0a0decc2195bdd2baf1,kubernetes/kubernetes,"Merge pull request #40948 from freehan/cri-hostport

Automatic merge from submit-queue (batch tested with PRs 40873, 40948, 39580, 41065, 40815)

[CRI] Enable Hostport Feature for Dockershim

Commits:
1. Refactor common hostport util logics and add more tests

2. Add HostportManager which can ADD/DEL hostports instead of a complete sync.

3. Add Interface for retreiving portMappings information of a pod in Network Host interface. 
Implement GetPodPortMappings interface in dockerService. 

4. Teach kubenet to use HostportManager"
5b423dd458c9a592b3419feaeb4d2d385aa1c75f,kubernetes/kubernetes,"rkt: Refactor version check with api-service.

Also mocked systemd interfaces for testing purpose.
"
aa13f3fa2a884042dbccb85bc93f8b2958ccf64c,kubernetes/kubernetes,"Merge pull request #59289 from rmmh/semantic-check

Automatic merge from submit-queue (batch tested with PRs 53689, 56880, 55856, 59289, 60249). If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

 Add test/typecheck, a fast typecheck for all build platforms.

Add test/typecheck, a fast typecheck for all build platforms.

Most of the time spent compiling is spent optimizing and linking
binary code. Most errors occur at the syntax or semantic (type) layers.
Go's compiler is importable as a normal package, so we can do fast
syntax and type checking for the 10 platforms we build on.

This currently takes ~6 minutes of CPU time (parallelized).

This makes presubmit cross builds superfluous, since it should catch
most cross-build breaks (generally Unix and 64-bit assumptions).

Example output:

```$ time go run test/typecheck/main.go
type-checking:  linux/amd64, windows/386, darwin/amd64, linux/arm, 
    linux/386, windows/amd64, linux/arm64, linux/ppc64le, linux/s390x, darwin/386
ERROR(windows/amd64) pkg/proxy/ipvs/proxier.go:1708:27: ENXIO not declared by package unix
ERROR(windows/386) pkg/proxy/ipvs/proxier.go:1708:27: ENXIO not declared by package unix

real    0m45.083s
user    6m15.504s
sys     1m14.000s
```


```release-note
NONE
```"
7585c46bc18913232a72d83e2f5a02a5a1f65c1b,kubernetes/kubernetes,"Merge pull request #41192 from deads2k/agg-06-informer

Automatic merge from submit-queue (batch tested with PRs 41319, 41192)

Split informers by internal and external to allow inclusion in client-go

client-go doesn't have any internal clients, so informers which require internal clients can never be included in it.  This splits the informer generation into internal and external so we can safely include them.

@kubernetes/sig-api-machinery-misc @ncdc"
a6b0410f83b124578412be35bdf0e7a0e1b27c24,kubernetes/kubernetes,"Automated rename from NodeConfiguration to JoinConfiguration
"
dd452461504ca373ca59dde2e667c50ae984e6fa,kubernetes/kubernetes,"Merge pull request #3587 from dchen1107/image

Clean up Kubernetes PullPolicy"
c2874941620c264813b6bfa42913f95fd0cc2317,kubernetes/kubernetes,"cleanup dead installer code
"
71e8c8eba43a0fade6e4edfc739b331ba3cc658a,kubernetes/kubernetes,"Fail on swap enabled and deprecate experimental-fail-swap-on flag

* Deprecate the old experimental-fail-swap-on
* Add a new flag fail-swap-on and set it to true

Before this change, we would not fail when swap is on. With this
change we fail for everyone when swap is on, unless they explicitly
set --fail-swap-on to false.
"
91b2f59bc66a0cc38d79a54db15d78cdc26d8acd,kubernetes/kubernetes,"Jenkins: Add configs for gke+trusty e2e test jobs

Additionally, merge kubernetes-e2e-trusty.yaml into kubernetes-e2e.yaml and
refactor the latter to serve all e2e jobs.
"
6399854240d78efc4feb790df45b9f79e13f60c7,kubernetes/kubernetes,"Remove unused YAML tags and GetYAML/SetYAML methods

Unneeded after move to ghodss/yaml.
"
